"name","address","suburb","city","postCode","phone","longitude","latitude"
"Pak N Save Thames","100 Mary Street","Thames","Thames","3500","07 868 9565","175.539342","-37.13932171"
"Paper Power Thames","554 Pollen Street","Thames","Thames","3500","07 868 6447","175.5421836","-37.13880557"
"Action Sports (NZ) Ltd","208 Stafford Street","Timaru Central","Timaru","7910","03 6881604","171.2530037","-44.39582831"
"Countdown Church Street","129 Church Street","Seaview","Timaru","7910","03 687 1250","171.2388619","-44.39605033"
"Countdown Timaru","9 Browne Street","Parkside","Timaru","7910","03 687 1229","171.2540899","-44.40250579"
"Park Night N Day","24A King Street","Kensington","Timaru","7910","03 684 4421","171.2512033","-44.40848465"
"Timaru New World","145 Wai-iti Road","Highfield","Timaru","7910","03 684 5034","171.2229625","-44.39022553"
"Timaru Pak n Save","98 Evans Street","Waimataitai","Timaru","7910","03 688 6011","171.2388641","-44.38139295"
"Whitcoulls Timaru","251 Stafford Street","Timaru Central","Timaru","7910","03 956 3210","171.252039","-44.394705"
"Z Caroline Bay","62 Theodosia Street","Timaru Central","Timaru","7910","03-6888199","171.247681","-44.393677"
"Morgans Road Four Square","55 Morgans Road","Glenwood","Timaru","7910","03 686 0456","171.2103743","-44.38534866"
"Timaru Discounter","126 North Street","Seaview","Timaru","7930","03 972 6000","171.240679","-44.400746"
"Caltex Washdyke","184 Hilton Highway","Washdyke","Timaru","7910","03 688 2474","171.238488","-44.357384"
"Caltex Tirau","39 Main Road","Tirau","Tirau","3410","07 883 1803","175.7571633","-37.97772642"
"Tokomaru Bay Four Square","38 Waitangi Street","Tokomaru Bay","Tokomaru Bay","4047","06 864 5718","178.3149906","-38.13034442"
"Balmoral Four Square","143 Balmoral Drive","Tokoroa","Tokoroa","3420","07 886 9521","175.868294","-38.236138"
"Countdown Tokoroa","12-20 O'Sullivan Drive","Tokoroa","Tokoroa","3420","07 885 0032","175.873812","-38.222283"
"Flickers","93 Bridge Street","Tokoroa","Tokoroa","3420","07 886 9946","175.8674406","-38.21942118"
"Kelso Street Pricecutter","37 Kelso Street","Tokoroa","Tokoroa","3420","07 8867482","175.8668584","-38.23130523"
"New World Tokoroa","71-82 Bridge Street","Tokoroa","Tokoroa","3420","07 886 5059","175.867334","-38.21909221"
"Paper Plus Tokoroa","203 Leith Place","Tokoroa","Tokoroa","3420","07 886 8481","175.8725771","-38.2176044"
"John's Superette & Lotto","C/- Tolaga Bay Post Centre","Cook Street","Tolaga Bay","4046","06 862 6889","178.2963554","-38.37072625"
"Tuakau Food Market","2 Buckland Road","Tuakau","Tuakau","2121","09 236 8282","174.9426936","-37.26779391"
"Tuakau Supervalue","2-4 George Street","Tuakau","Tuakau","2121","09 236 8128","174.9469568","-37.2572734"
"Tuatapere Four Square","73 Main Road","Tuatapere","Tuatapere","9620","03 2266898","167.689050","-46.135207"
"BP 2 Go Ridley Motors","261 Te Rangitautahanga Road","","Turangi","3334","07 386 8603","175808748","-38989871"
"Turangi New World","19 Ohuanga Road","Turangi","Turangi","3334","07 384 7570","175.8110181","-38.99029421"
"Z Turangi","State Highway 1 & Pihanga Rd","Turangi","Turangi","3334","07 386 8430","175.809789","-38.99069165"
"MacKenzie Four Square","27 Market Place","Twizel","Twizel","7901","03 435 3262","170.099108","-44.257134"
"Mackenzie Lotto Plus","9 - 10 Market Place","Twizel","Twizel","7901","03 435 0780","170.0980567","-44.25704027"
"Caltex Upper Hutt","749 Fergusson Drive","Elderslea","Upper Hutt","5018","04 939 2512","175.0605622","-41.12530674"
"Countdown Maidstone","8 Russell Street","Upper Hutt","Upper Hutt","5018","04 527 2020","175.0720565","-41.12522129"
"Countdown Upper Hutt","13 Queen Street","Upper Hutt","Upper Hutt","5018","04 527 2003","175.0706828","-41.12309024"
"Pak N Save Upper Hutt","9 Gibbons Street","Upper Hutt","Upper Hutt","5018","04 5277276","175.0662231","-41.12378751"
"Paper Plus Upper Hutt","209 Main Street","Upper Hutt","Upper Hutt","5018","04 5285277","175.0738442","-41.12400642"
"Caltex Rimutaka","1193 Fergusson Drive","Brown Owl","Upper Hutt","5018","04 526 4270","175.0974485","-41.10882707"
"New World Silverstream","28 Whitemans Road","Silverstream","Upper Hutt","5019","04 528 2529","175.011799","-41.148502"
"Silverstream Pharmacy Ltd","24 Whitemans Road","Silverstream","Upper Hutt","5019","04 5283320","175.0118795","-41.14748305"
"Totara Park Four Square","1 Turon Crescent","Totara Park","Upper Hutt","5018","04 5268680","175.0818701","-41.11029441"
"Trentham Mini Mart","7 Camp Street","Silverstream","Upper Hutt","5019","04 5284352","175.033934","-41.137761"
"N M Superette","60 Seddon Street","Waharoa","Waharoa","3401","07 888 9032","175.75255","-37.759087"
"Oneroa Four Square","151 Ocean View Road","Oneroa","Waiheke Island","1081","09 372 7150","175.0098963","-36.78259857"
"Countdown Waiheke","13-19 Belgium Street","Ostend","Waiheke Island","1081","09 255 2475","175.045351","-36.796170"
"Ostend Store","23 Belgium Street","Ostend","Waiheke Island","1081","09 372 8967","175.0465422","-36.79602646"
"New World Waihi","35 Kenny Street","Waihi","Waihi","3610","07 863 7880","175.8394688","-37.39317669"
"Paper Plus Waihi & Toyworld","36 Seddon Street","Waihi","Waihi","3610","07 863 8894","175.8405525","-37.39133744"
"Waihi Beach Four Square","33 Wilson Road","Waihi Beach","Waihi Beach","3611","07 863 5908","175.9423533","-37.41170973"
"The Bookshelf","46 Main Road","Waikanae","Waikanae","5036","04 293 6203","175.0648795","-40.87760065"
"Waikanae New World","5 Parata Street","Waikanae","Waikanae","5036","04 293 3400","175.0654612","-40.87507577"
"Waikanae Beach Four Square","28 Tutere Street","Waikanae Beach","Waikanae","5036","04 2935592","175.0247467","-40.86127637"
"Waimate New World","95 Queen Street","Waimate","Waimate","7924","03 689 8107","171.0471917","-44.73371695"
"Waimauku Minimart","4 Waimauku Station Road","Huapai","Waimauku","0812","09 411 8257","174.492747","-36.768466"
"Fresh Choice Waimauku","5 Factory Road","Huapai","Waimauku","0812","09 411 7890","174.4932863","-36.76829123"
"Norfolk Street Foodmarket","31-33 Norfolk Street","Wainuiomata","Wainuiomata","5014","04 939 4320","174.9479106","-41.2421782"
"Waiouru Four Square","25 Queree Drive","Waiouru","Waiouru","4826","06 387 6667","175.675115","-39.471968"
"Z Waiouru","44 State Highway 1","Waiouru","Waiouru","4825","06 387 6718","175.669145","-39.479322"
"Waipapa Dairy","State Highway 10","RD 2","Waipapa","0295","09 407 9105","173.9169046","-35.20742869"
"BP Waipawa","1 High Street","Waipawa","Waipawa","4210","06 8578034","176.5862345","-39.94539226"
"Waipawa Four Square","36 High Street","Waipawa","Waipawa","4210","06 857 8038","176.5870384","-39.94381037"
"Waipu Lotto & Post","45 The Centre","Waipu","Waipu","0545","09 432 0900","174.445058","-35.984438"
"Caltex Waipukurau","2 Herbert Street","Waipukurau","Waipukurau","4200","06 8588 579","176.5571749","-39.994737"
"Countdown Waipukurau","10 Ruataniwha Street","Waipukurau","Waipukurau","4200","06 858 7999","176.557567","-39.995632"
"New World Waipukurau","27 Russell Street","Waipukurau","Waipukurau","4200","06 858 8785","176.5562368","-39.99450039"
"Paper Plus Waipukurau","77 Ruataniwha Street","Waipukurau","Waipukurau","4200","06 858 8329","176.5548819","-39.99543132"
"Johansen's Lotto","90 Marine Parade","Wairoa","Wairoa","4108","06 838 7069","177.418911","-39.03326163"
"Mobil Wairoa","13 Bridge Street","Wairoa","Wairoa","4108","06 838 8374","177.419006","-39.02961823"
"New World Wairoa","41 Queen Street","Wairoa","Wairoa","4108","06 838 8019","177.4179304","-39.03397547"
"Z Wairoa","3 Achilles Street","Wairoa","Wairoa","4108","06 838 7768","177.418154","-39.03546"
"Keyman Video & Lotto","7 McLean Street","Waitara","Waitara","4320","06 754 4744","174.2386247","-39.00085022"
"New World Waitara","Cnr Queen and Whittaker Sts","Waitara","Waitara","4320","06 754 8838","174.236716","-39.000243"
"Waitara Post & Lotto","55 McLean Street","Waitara","Waitara","4320","06 754 8262","174.2361077","-39.00210382"
"New World Waiuku","49 Bowen Street","Waiuku","Waiuku","2123","09 236 5050","174.7285557","-37.25032872"
"Paper Plus Waiuku","9 Bowen Street","Waiuku","Waiuku","2123","09 235 8419","174.7300991","-37.24927256"
"Wakefield Four Square","22 Edward Street","Wakefield","Wakefield","7025","03 541 8470","173.0428377","-41.40624067"
"Paper Plus Wanaka","23 - 25 Helwick Street","Wanaka","Wanaka","9343","03 4437532","169.1353637","-44.69550869"
"Wanaka Four Square","70 Ardmore Street","Wanaka","Wanaka","9305","03 443 7173","169.137315","-44.693691"
"Wanaka New World","20 Dunmore Street","Wanaka","Wanaka","9343","03 443 0048","169.1350958","-44.69620126"
"Countdown Warkworth","20-24 Neville Street","Warkworth","Warkworth","0910","09 2559722","174.664539","-36.399271"
"Franklins Pharmacy","48 Queen Street","Warkworth","Warkworth","0910","09 425 8014","174.6639264","-36.39760685"
"New World Warkworth","6 Percy Street","Warkworth","Warkworth","0910","09 4251040","174.6664777","-36.39845894"
"Mahurangi Four Square","Mahurangi East Road","Snells Beach","Warkworth","0920","09 425 5503","174.7237089","-36.42029688"
"G.A.S. Waverley","97 Weraroa Road","Waverley","Waverley","4510","06 346 5088","174.6293987","-39.76439522"
"Waverley Four Square","50 Weraroa Road","Waverley","Waverley","4510","06 346 5014","174.634324","-39.763859"
"Fix Courtenay Central","80 - 100 Courtenay Place","Te Aro","Wellington","6011","04 384 3293","174.7799615","-41.2928695"
"Fix Grand Arcade","16-18 Willis Street","Wellington","Wellington","6011","04 472 5370","174.7758817","-41.28674572"
"Railway Metro New World","2 Bunny Street","Pipitea","Wellington","6011","04 4991299","174.7800284","-41.2796557"
"Shalimar Four Square","308 Willis Street","Aro Valley","Wellington","6011","04 384 5053","174.770471","-41.296387"
"Unichem Cuba Mall","122 Cuba Mall","Te Aro","Wellington","6011","04 384 6856","174.7758054","-41.29289103"
"Whitcoulls Cuba Mall","91 Cuba Mall","Te Aro","Wellington","6011","04 890 4206","174.7765455","-41.29212394"
"Whitcoulls Lambton Quay","226 Lambton Quay","Wellington","Wellington","6011","04 4711 900","174.775332","-41.283203"
"Z Taranaki St","159 Taranaki St","Te Aro","Wellington","6011","04 801 7710","174.7764922","-41.29717768"
"Z Harbour City","Cnr Customhouse Quay","Wellington","Wellington","6011","04 473 6064","174.7785478","-41.28164189"
"Brooklyn Pharmacy","67 Cleveland Street","Brooklyn","Wellington","6021","04 9396631","174.7638081","-41.3053815"
"New World Churton Park","69 Lakewood Avenue","Churton Park","Wellington","6037","04 478 0270","174.8084005","-41.20276442"
"Countdown Crofton Downs","124 Churchill Drive","Crofton Downs","Wellington","6035","04 479 2133","174.765616","-41.257049"
"Yug Superstore","243 Waiwhetu Road","Fairfield","Wellington","5011","04 567 0740","174.933314","-41.211153"
"Hataitai Four Square","1 Moxham Avenue","Hataitai","Wellington","6021","04 386 2459","174.7942967","-41.30423083"
"Island Bay Video","140 The Parade","Island Bay","Wellington","6023","04 383 7126","174.773321","-41.334656"
"New World Island Bay","6 Medway Street","Island Bay","Wellington","6023","04 939 8253","174.772784","-41.334604"
"Countdown Johnsonville","31 Johnsonville Road","Johnsonville","Wellington","6037","04 465 0100","174.807823","-41.224134"
"Johnsonville Dairy","66 Johnsonville Road","Johnsonville","Wellington","6037","04 478 8218","174.807007","-41.223791"
"Nikisha Foodmarket","62 Haumia Street","Johnsonville","Wellington","6037","04 939 9320","174.7991312","-41.2280639"
"Paper Plus Johnsonville","16 Broderick Road","Johnsonville","Wellington","6037","04 4783003","174.8071434","-41.22280861"
"Z Johnsonville","136-140 Johnsonville Rd","Johnsonville","Wellington","6037","04 477 6081","174.8047699","-41.2263444"
"Karori Four Square","147 Karori Road","Karori","Wellington","6012","04 476 6729","174.7459498","-41.28248684"
"Paper Plus Select Karori","236 Karori Road","Karori","Wellington","6012","04 476 7191","174.7386113","-41.28439202"
"Kelburn Four Square","97A Upland Road","Kelburn","Wellington","6012","04 475 9951","174.7618589","-41.28900965"
"Khandallah New World","26 Ganges Road","Khandallah","Wellington","6035","04 4796986","174.7915662","-41.24750415"
"Countdown Kilbirnie","47 Bay Road","Kilbirnie","Wellington","6022","04 3872049","174.7946939","-41.31949577"
"Pak N Save Kilbirnie","78 Rongotai Road","Kilbirnie","Wellington","6022","04 8015068","174.7964636","-41.31823831"
"Paper Plus Kilbirnie","60-64 Bay Road","Kilbirnie","Wellington","6022","04 387 1160","174.7943063","-41.31920057"
"Kingston Foodmarket","48 Quebec Street","Kingston","Wellington","6021","04 389 8747","174.763354","-41.323598"
"Z Vic Corner","545-555 High Street","Lower Hutt","Wellington","5010","04-5695603","174.914085","-41.20406585"
"Z Mana","143 Mana Esplanade","Mana","Wellington","5026","04-2338012","174.8674692","-41.09145809"
"Miramar Lotto and Gift Shop","4A Park Road","Miramar","Wellington","6022","04 9391414","174.8162973","-41.31618168"
"Miramar New World","48 Miramar Avenue","Miramar","Wellington","6022","04 388 2934","174.8145371","-41.31579917"
"Z Miramar","27 Miramar Avenue","Miramar","Wellington","6022","04 388 9753","174.8138763","-41.31501481"
"Caltex Basin Reserve","28 Adelaide Road","Mount Cook","Wellington","6021","04 939 6565","174.7792773","-41.30231219"
"Mount Victoria Food Market","45 Brougham Street","Mount Victoria","Wellington","6011","04 384 7060","174.785481","-41.296610"
"New World Newlands","227 Newlands Road","Newlands","Wellington","6037","04 4772516","174.823147","-41.223417"
"Countdown Newtown","176 Adelaide Road","Newtown","Wellington","6021","04 380 2080","174.777047","-41.307262"
"Mall Books And Lotto","195 Riddiford Street","Newtown","Wellington","6021","04 3896607","174.7800147","-41.3142952"
"Newtown Four Square","7 Riddiford Street","Newtown","Wellington","6021","04 389 9826","174.7782171","-41.30748275"
"Ngaio Supermart","1 Khandallah Road","Ngaio","Wellington","6035","04 479 6985","174.7750515","-41.24721549"
"Creswick Foodmarket","59 Northland Road","Northland","Wellington","6012","04 475 4154","174.7573791","-41.28315483"
"Oriental Bay Store","252 Oriental Parade","Oriental Bay","Wellington","6011","04 385 0701","174.795398","-41.291243"
"Paparangi Foodmarket","11 Mark Avenue","Paparangi","Wellington","6037","04 939 7887","174.817641","-41.213709"
"Z Mungavin Ave","1-5 Mungavin Avenue","Porirua East","Wellington","5024","04 2377699","174.847839","-41.138042"
"Relay Wellington Airport","Stewart Duff Drive","Rongotai","Wellington","6022","09 927 5415","174.8114159","-41.32974115"
"Relay - 103 Arrivals","Wellington Airport Terminal","Rongotai","Wellington","6022","09 927 5415","174.812066","-41.329316"
"Strathmore Foodmarket","502 Broadway","Strathmore Park","Wellington","6022","04 9398556","174.8206875","-41.32464743"
"Z Broadway","Cnr Calabar Rd & Broadway","Miramar","Wellington","6022","04 388 8533","174.8104431","-41.32570849"
"Countdown Tawa","Takapu Road","Tawa","Wellington","5028","04 232 7057","174.8303","-41.185937"
"Linden Foodmarket","11 Collins Avenue","Tawa","Wellington","5028","04 232 7116","174.832239","-41.157286"
"Mac's Photo & Lotto","182 Main Road","Tawa","Wellington","5028","04 2328842","174.8249177","-41.17057818"
"New World Tawa","37 Oxford Street","Tawa","Wellington","5028","04 232 3831","174.82611","-41.169962"
"Bev's Candy Bar and Lotto","13 Manners Street","Te Aro","Wellington","6011","04 385 1087","174.775228","-41.289638"
"Cambridge Terrace Lotto Shop","54 Cambridge Terrace","Te Aro","Wellington","6011","04 385 7054","174.7822138","-41.29667167"
"Citystop Manners Street","107 Manners Street","Te Aro","Wellington","6011","04 805 0013","174.7775461","-41.29146066"
"Fix Courtenay Place","57 Courtenay Place","Te Aro","Wellington","6011","04 801 6434","174.780837","-41.293495"
"Fix Cuba Mall","139 Cuba Mall","Te Aro","Wellington","6011","04 384 0193","174.775924","-41.293213"
"Fix Manners Mall","49 Manners Street","Te Aro","Wellington","6011","04 472 7510","174.775993","-41.290489"
"Kiwi Mart","61-63 Taranaki Street","Te Aro","Wellington","6011","04 801 6252","174.778495","-41.29323"
"S & S Patel Superette","235 Cuba Street","Te Aro","Wellington","6011","04 381 3610","174.7745478","-41.29565968"
"Unichem Courtenay Place","100 Courtenay Place","Te Aro","Wellington","6011","04 384 8333","174.780244","-41.292757"
"Wellington City New World","279 Wakefield Street","Te Aro","Wellington","6011","04 384 8054","174.7838904","-41.2928721"
"Z Vivian Street","174 Vivian Street","Te Aro","Wellington","6011","04 382 9531","174.7744198","-41.29441446"
"A & L Freeman's Bookshop","100 Molesworth Street","Thorndon","Wellington","6011","04 473 3987","174.7779719","-41.27593158"
"Freeman's Lotto & Newsagency","23 Lambton Quay","Pipitea","Wellington","6011","04 472 3120","174.7789436","-41.27860067"
"Thorndon General Store","348a Tinakori Road","Thorndon","Wellington","6011","04 472 6319","174.768921","-41.278958"
"Thorndon New World","41 Murphy Street","Thorndon","Wellington","6011","04 4999041","174.7788599","-41.2741707"
"Anita's Store","115 Featherston Street","Wellington","Wellington","6011","04 473 8165","174.7778889","-41.28209811"
"Kirby's Candies and Lotto","142 Lambton Quay","Wellington","Wellington","6011","04 473 0195","174.7757147","-41.28109882"
"Kirby's Candies Spark Central","42-52 Willis Street","Wellington","Wellington","6011","04 472 7000","174.775609","-41.287336"
"TJ Terrace Superette","47 The Terrace","Wellington","Wellington","6011","04 473 3501","174.775455","-41.280419"
"Rodney Four Square","175 Rodney Street","Wellsford","Wellsford","0900","09 423 8238","174.523487","-36.294975"
"Woodys Winners","221 Rodney Street","Wellsford","Wellsford","0900","09 423 8258","174.5240323","-36.29294395"
"Countdown Westport","18 Fonblanque Street","Westport","Westport","7825","03 789 8546","171.6026175","-41.75949217"
"Dennis Bookshop","164 Palmerston Street","Westport","Westport","7825","03 7898813","171.5986611","-41.75514865"
"Westport New World","244 Palmerston Street","Westport","Westport","7825","03 789 7669","171.5989043","-41.75745679"
"Countdown Whakatane","105 Commerce Street","Whakatane","Whakatane","3120","07 306 0014","176.9950524","-37.95612318"
"Halfway Store","56 King Street","Whakatane","Whakatane","3120","07 308 7580","176.9821686","-37.96112373"
"Mananui Dairy","200 James Street","Whakatane","Whakatane","3120","07 308 6206","176.961479","-37.960650"
"New World Whakatane","51 Kakahoroa Drive","Whakatane","Whakatane","3120","07 306 0400","176.9931534","-37.95064449"
"Pak N Save Whakatane","35 King Street","Whakatane","Whakatane","3120","07 308 0388","176.9823382","-37.96088955"
"Paper Plus Whakatane","168-170 The Strand","Whakatane","Whakatane","3120","07 308 6799","176.995565","-37.95159778"
"Z Whakatane","Cnr Domain Road & King Street","Whakatane","Whakatane","3120","07 307 1436","176.9825176","-37.95874128"
"Awakeri Store","1057 State Highway 30","Awakeri","Whakatane","3120","07 304 9504","176.890168","-37.99875672"
"Matata Superfoods","37 Arawa Street","Matata","Whakatane","3194","07 322 2085","176.7586291","-37.88860029"
"Te Teko Supa Market","21 State Highway 30, RD2","Te Teko","Whakatane","3192","07 322 8127","176.796797","-38.036215"
"New World Whangamata","308 Aickin Road","Whangamata","Whangamata","3620","07 865 0400","175.8678112","-37.2019909"
"Whanga Books","507B Port Road","Whangamata","Whangamata","3620","07 865 8556","175.8720571","-37.2059754"
"Countdown Victoria Ave","433 Victoria Avenue","Whanganui","Whanganui","4500","06 349 0070","175.0389633","-39.9254512"
"New World Whanganui","374 Victoria Avenue","Whanganui","Whanganui","4500","06 349 0990","175.0409966","-39.92614948"
"Pak N Save Whanganui","167 Glasgow Street","Whanganui","Whanganui","4500","06 349 1230","175.0388406","-39.92634432"
"Trafalgar Lotto","82 Taupo Quay","Whanganui","Whanganui","4500","06 3488 291","175.0537594","-39.9360814"
"Whitcoulls Whanganui","103 Victoria Street","Whanganui","Whanganui","4500","06 965 6040","175.0509541","-39.93247959"
"Z Dublin Street","14 Dublin Street","Whanganui","Whanganui","5731","06 348 9574","175.049515","-39.92152"
"Aramoho Mags & Lotto","140 Somme Parade","Aramoho","Whanganui","4500","06 343 8547","175.0545711","-39.9095433"
"Castlecliff Four Square","2 Bryce Street","Castlecliff","Whanganui","4501","06 344 4530","174.9931307","-39.94281005"
"Riverview Four Square","59 Anzac Parade","Durie Hill","Whanganui","4500","06 345 4198","175.059843","-39.933869"
"Whanganui Supervalue","47 Abbott Street","Gonville","Whanganui","4501","06 344 3002","175.0226896","-39.94317289"
"Unichem Whanganui","36 Fitzherbert Ave","Springvale","Whanganui","4501","06 344 7614","175.021819","-39.931773"
"St Johns Four Square","15 Gt North Road","St Johns Hill","Whanganui","4501","06 345 7742","175.0381636","-39.91833195"
"Lindsay's Lotto Post & More","67 Moana Street","Wanganui East","Whanganui","4500","06 343 9797","175.059511","-39.9177157"
"Countdown Whangaparaoa","719 Whangaparoa Road","Manly","Whangaparaoa","0943","09 424 9222","174.7483643","-36.63660457"
"Gulf Harbour Foodmarket","69-89 Gulf Harbour Drive","Gulf Harbour","Whangaparaoa","0930","09 428 1418","174.7924952","-36.61410269"
"Joyce Superette","737 Whangaparaoa Road","Manly","Whangaparaoa","0930","09 424 8950","174.7491728","-36.63716015"
"Manly Pricecutter","53 Rawhiti Road","Manly","Whangaparaoa","0930","09 4247707","174.763523","-36.631477"
"New World Whangaparaoa","570-588 Whangaparaoa Road","Stanmore Bay","Whangaparaoa","0932","09 9033510","174.732150","-36.628494"
"Rishworth Superette","15 Karepiro Drive","Stanmore Bay","Whangaparaoa","0932","09 428 4291","174.740523","-36.635935"
"Stanmore Bay Superette","151 Brightside Road","Stanmore Bay","Whangaparaoa","0932","09 428 0520","174.740187","-36.626839"
"Z Whangaparaoa","651 Whangaparaoa Road","Stanmore Bay","Whangaparaoa","0932","09 424 6062","174.7393619","-36.6344527"
"Corner Cardz N Magz","47 Maunu Road","Avenues","Whangarei","0110","09 4389618","174.3120658","-35.73075361"
"Countdown Whangarei","4 Okara Drive","Whangarei","Whangarei","0110","09 430 4300","174.3266533","-35.72998245"
"Paper Plus Whangarei","51 Cameron Street","Whangarei","Whangarei","0110","09 438 2582","174.3205552","-35.7256097"
"Whangarei Pak N Save","Walton St","Whangarei","Whangarei","0110","09 438 1488","174.324474","-35.72541132"
"Kamo Lotto","396 Kamo Road","Kamo","Whangarei","0112","09 435 1172","174.3012053","-35.68353993"
"Sunnyside Foodmarket","78 Station Road","Kamo","Whangarei","0112","09 435 1549","174.3099717","-35.67771773"
"Z Kamo","382 Kamo Road","Kamo","Whangarei","0112","09 435 1155","174.3016494","-35.6842237"
"Patels Foodmarket","167A Kamo Road","Kensington","Whangarei","0112","09 437 0983","174.3178165","-35.704493"
"Tui Crescent Foodmarket","1 Tui Crescent","Maunu","Whangarei","0110","09 459 7431","174.282722","-35.73949375"
"The Korna Store","43A Morningside Road","Morningside","Whangarei","0110","09 438 3681","174.3200341","-35.73439669"
"Onerahi Bookshop & Lotto","124 Onerahi Road","Onerahi","Whangarei","0110","09 436 5037","174.3683659","-35.75559995"
"Ngunguru Food Mart","1977 Ngunguru Road","RD 3, Ngunguru","Whangarei","0173","09 434 3858","174.5041384","-35.62969353"
"Parua Bay Four Square","1379 Whangarei Heads Road","RD1 Parua Bay","Whangarei","0192","09 436 2740","174.456783","-35.76944035"
"Otaika Lotto & Post","Otaika Road","Raumanga","Whangarei","0110","09 4386031","174.3079957","-35.74288044"
"Countdown Regent","11 Kamo Road","Regent","Whangarei","0112","094379019","174.322232","-35.714443"
"New World Regent","167 Bank Street","Regent","Whangarei","0112","09 470 1090","174.3223488","-35.71623561"
"Countdown Tikipunga","Paramount Parade & Wanaka St","Tikipunga","Whangarei","0112","09 435 9091","174.326689","-35.6862471"
"Meadow Park Store","1 Meadow Park Crescent","Tikipunga","Whangarei","0112","09 437 1670","174.3317398","-35.68438051"
"Whau Valley Dairy","241A Kamo Road","Whau Valley","Whangarei","0112","09 437 0724","174.312487","-35.698666"
"Countdown Whitianga","24 Joan Gaskell Drive","Whitianga","Whitianga","3510","07 867 2003","175.69396","-36.833865"
"Paper Plus Whitianga","71 Albert Street","Whitianga","Whitianga","3510","07 866 5698","175.7042149","-36.83592248"
"Whitianga New World","1 Joan Gaskell Drive","Whitianga","Whitianga","3510","07 867 1900","175.7016195","-36.83301533"
"Matarangi Beach General Store","195 Matarangi Drive","Matarangi, RD2","Whitianga","3592","07 866 5391","175.6614635","-36.73283584"
"Paper Plus Winton","244 Great North Road","Winton","Winton","9720","03 2367636","168.3249013","-46.14246016"
"Winton New World","293 Great North Road","Winton","Winton","9741","03 236 7120","168.3254695","-46.14156949"
"Woodend Store","53 Main North Road","Woodend","Woodend","7610","03 312 2083","172.6652255","-43.32329734"
"Caltex Woodville","33 Vogel Street","Woodville","Woodville","4920","06 376 4282","175.8644581","-40.33645488"
"Wyndham Four Square","39 Balaclava Street","Wyndham","Wyndham","9831","03 206 4645","168.8485783","-46.3288483"
